dog_breed,description,image
sa bì,"Chó Sa Bì (tiếng Trung Quốc: 沙皮, bính âm: shā pí; tiếng Anh: Shar Pei) có nghĩa là da cát là giống chó có nguồn gốc từ Trung Quốc, được nuôi làm chó giữ nhà với bản tính sinh động, dễ thương.
Tên khác: Sa Bì
Nguồn gốc: Trung Quốc
Đặc điểm
Nặng: 40 đến 65 lb (18 đến 29 kg)
Đực: 55 đến 65 lb (25 đến 29 kg)
Cái: 40 đến 55 lb (18 đến 25 kg)
Cao: 18 đến 22 in (46 đến 56 cm)
Lứa đẻ: 4–6 cún",https://upload.wikimedia.org/wikipedia/commons/c/c7/Shar-pei17.jpg
chow chow,"Chó Chow Chow (thường gọi tắt là Chow) là một giống chó có nguồn gốc ở phía Bắc Trung Quốc, nơi đây nó được gọi là Tông sư khuyển (Pinyin: 鬆獅犬), có nghĩa là ""chó sư tử xù"". Giống chó này cũng được gọi là Đường Khuyển, ""chó của đời nhà Đường."" Người ta tin rằng Chow Chow là một trong những con chó bản địa được dùng làm hình mẫu cho tượng đá nghê trấn giữ phía trước cửa chùa Phật giáo và cung đình. Đây là một trong số ít các giống chó cổ xưa vẫn còn tồn tại trong thế giới ngày nay.
Tên khác: Chow, Chowdren, 鬆獅犬
Nguồn gốc: Trung Quốc
Đặc điểm
Nặng: Đực: 55–70 lb (25–32 kg)[1]
Cái: 45–60 lb (20–27 kg)[1]
Cao: 17 đến 20 inch (43 đến 51 cm)[1]:4–5
Bộ lông: Dày và thô
Màu: Đỏ (vàng nhạt đến nâu-đỏ đậm) / Quế (nâu nhạt đến nâu)/ Đen/ Kem/ Xanh
Lứa đẻ: 3–6
Tuổi thọ: 11–13 năm[2]",https://upload.wikimedia.org/wikipedia/commons/0/0e/Chow-chow_in_Tallinn.JPG
chow,"Chó Chow Chow (thường gọi tắt là Chow) là một giống chó có nguồn gốc ở phía Bắc Trung Quốc, nơi đây nó được gọi là Tông sư khuyển (Pinyin: 鬆獅犬), có nghĩa là ""chó sư tử xù"". Giống chó này cũng được gọi là Đường Khuyển, ""chó của đời nhà Đường."" Người ta tin rằng Chow Chow là một trong những con chó bản địa được dùng làm hình mẫu cho tượng đá nghê trấn giữ phía trước cửa chùa Phật giáo và cung đình. Đây là một trong số ít các giống chó cổ xưa vẫn còn tồn tại trong thế giới ngày nay.
Tên khác: Chow, Chowdren, 鬆獅犬
Nguồn gốc: Trung Quốc
Đặc điểm
Nặng: Đực: 55–70 lb (25–32 kg)[1]
Cái: 45–60 lb (20–27 kg)[1]
Cao: 17 đến 20 inch (43 đến 51 cm)[1]:4–5
Bộ lông: Dày và thô
Màu: Đỏ (vàng nhạt đến nâu-đỏ đậm) / Quế (nâu nhạt đến nâu)/ Đen/ Kem/ Xanh
Lứa đẻ: 3–6
Tuổi thọ: 11–13 năm[2]",https://upload.wikimedia.org/wikipedia/commons/0/0e/Chow-chow_in_Tallinn.JPG
chowdren,"Chó Chow Chow (thường gọi tắt là Chow) là một giống chó có nguồn gốc ở phía Bắc Trung Quốc, nơi đây nó được gọi là Tông sư khuyển (Pinyin: 鬆獅犬), có nghĩa là ""chó sư tử xù"". Giống chó này cũng được gọi là Đường Khuyển, ""chó của đời nhà Đường."" Người ta tin rằng Chow Chow là một trong những con chó bản địa được dùng làm hình mẫu cho tượng đá nghê trấn giữ phía trước cửa chùa Phật giáo và cung đình. Đây là một trong số ít các giống chó cổ xưa vẫn còn tồn tại trong thế giới ngày nay.
Tên khác: Chow, Chowdren, 鬆獅犬
Nguồn gốc: Trung Quốc
Đặc điểm
Nặng: Đực: 55–70 lb (25–32 kg)[1]
Cái: 45–60 lb (20–27 kg)[1]
Cao: 17 đến 20 inch (43 đến 51 cm)[1]:4–5
Bộ lông: Dày và thô
Màu: Đỏ (vàng nhạt đến nâu-đỏ đậm) / Quế (nâu nhạt đến nâu)/ Đen/ Kem/ Xanh
Lứa đẻ: 3–6
Tuổi thọ: 11–13 năm[2]",https://upload.wikimedia.org/wikipedia/commons/0/0e/Chow-chow_in_Tallinn.JPG
clumber spaniel,"Chó Clumber Spaniel là một loại chó cảnh có xuất xứ từ nước Pháp nổi bật với loại lông mượt và có màu sắc chanh hoặc cam và trắng. Chúng được phân loại là chủng chó săn kiêm chó thể thao với bản tính khỏe mạnh và tháp tùng đắc lực cho cuộc săn. Clumber Spaniel được sử dụng để săn gà lôi và gà gô, được cho đi săn theo bầy hoặc đơn lẻ và phù hợp với việc trong những hầm mỏ dưới đất. Nó cũng được huấn luyện để tha mồi.
Mặc dù nó khá chậm chạm hơn so với những dòng Spaniel khác, Clumber là một giống chó lao động yên lặng với chiếc mũi thính và sức chịu đựng dẻo dai và dù không được xếp hạng vào nhóm chó săn tai cụp thông dụng nhất nhưng giống Clumber vẫn được đánh giá cao, khi được tháp tùng các cuộc đi săn thể thao. Khả năng đánh hơi của chúng tốt, ngoài ra chúng còn chứng tỏ là giống chó săn đa năng hữu dụng, bền bỉ, giỏi chịu đựng.
",https://upload.wikimedia.org/wikipedia/commons/4/40/Clumber_spaniel_rybnik_kamien_pppl.jpg
cocker spaniel,"Cocker Spaniel là một giống chó săn chuyên nghiệp thuộc dòng chó tha mồi (gundog) nhưng đồng thời nó cũng được mọi người yêu thích và nuôi trong nhà giống như là loài chó cảnh vì tính cách vui vẻ của nó. Chó Cocker Spaniel được xếp vào loại săn cạn, chuyên săn gà rừng và chim nên chúng được đặt tên là Cocker (Cock là con chim trống). Cocker tuy là giống chó Tây Ban Nha nhưng lại được nuôi và nhân giống phổ biến nhất ở Anh và Mỹ. Ngày nay, đa phần người nuôi chó thường nhập chó giống Cocker từ 2 nước này. Ở Anh, chó Cocker đã được nuôi từ thế kỷ 15 để làm chó săn cho giới quý tộc và Hoàng gia Anh. Cocker cũng đóng góp nguồn gen không nhỏ vào việc lai tạo các giống chó săn nổi tiếng khác của Anh Quốc. Chó Cocker hiện đại được chia thành chủ yếu 2 giống là American Cocker Spaniel (được phát triển theo chuẩn riêng của AKC) và English Cocker Spaniel (giống chó Cocker cổ, hầu như không thay đổi từ thế kỷ 14). Ở Việt Nam, giống Cocker được nuôi phổ biến hơn cả là Cocker Mỹ.
Tên khác: American Cocker Spaniel, English Cocker Spaniel
Biệt hiệu: Cockers
Đặc điểm
Cao: Đực: ACS: 14,5–15,5 inch (37–39 cm) / ECS: 15,5–16 inch (39–41 cm)
Cái: ACS: 13,5–14,5 inch (34–37 cm) / ECS: 15–15,5 inch (38–39 cm)",https://upload.wikimedia.org/wikipedia/commons/2/2e/Kerygma_Cockers_Echo_%26_Pheasant.JPG
american cocker spaniel,"Cocker Spaniel là một giống chó săn chuyên nghiệp thuộc dòng chó tha mồi (gundog) nhưng đồng thời nó cũng được mọi người yêu thích và nuôi trong nhà giống như là loài chó cảnh vì tính cách vui vẻ của nó. Chó Cocker Spaniel được xếp vào loại săn cạn, chuyên săn gà rừng và chim nên chúng được đặt tên là Cocker (Cock là con chim trống). Cocker tuy là giống chó Tây Ban Nha nhưng lại được nuôi và nhân giống phổ biến nhất ở Anh và Mỹ. Ngày nay, đa phần người nuôi chó thường nhập chó giống Cocker từ 2 nước này. Ở Anh, chó Cocker đã được nuôi từ thế kỷ 15 để làm chó săn cho giới quý tộc và Hoàng gia Anh. Cocker cũng đóng góp nguồn gen không nhỏ vào việc lai tạo các giống chó săn nổi tiếng khác của Anh Quốc. Chó Cocker hiện đại được chia thành chủ yếu 2 giống là American Cocker Spaniel (được phát triển theo chuẩn riêng của AKC) và English Cocker Spaniel (giống chó Cocker cổ, hầu như không thay đổi từ thế kỷ 14). Ở Việt Nam, giống Cocker được nuôi phổ biến hơn cả là Cocker Mỹ.
Tên khác: American Cocker Spaniel, English Cocker Spaniel
Biệt hiệu: Cockers
Đặc điểm
Cao: Đực: ACS: 14,5–15,5 inch (37–39 cm) / ECS: 15,5–16 inch (39–41 cm)
Cái: ACS: 13,5–14,5 inch (34–37 cm) / ECS: 15–15,5 inch (38–39 cm)",https://upload.wikimedia.org/wikipedia/commons/2/2e/Kerygma_Cockers_Echo_%26_Pheasant.JPG
english cocker spaniel,"Cocker Spaniel là một giống chó săn chuyên nghiệp thuộc dòng chó tha mồi (gundog) nhưng đồng thời nó cũng được mọi người yêu thích và nuôi trong nhà giống như là loài chó cảnh vì tính cách vui vẻ của nó. Chó Cocker Spaniel được xếp vào loại săn cạn, chuyên săn gà rừng và chim nên chúng được đặt tên là Cocker (Cock là con chim trống). Cocker tuy là giống chó Tây Ban Nha nhưng lại được nuôi và nhân giống phổ biến nhất ở Anh và Mỹ. Ngày nay, đa phần người nuôi chó thường nhập chó giống Cocker từ 2 nước này. Ở Anh, chó Cocker đã được nuôi từ thế kỷ 15 để làm chó săn cho giới quý tộc và Hoàng gia Anh. Cocker cũng đóng góp nguồn gen không nhỏ vào việc lai tạo các giống chó săn nổi tiếng khác của Anh Quốc. Chó Cocker hiện đại được chia thành chủ yếu 2 giống là American Cocker Spaniel (được phát triển theo chuẩn riêng của AKC) và English Cocker Spaniel (giống chó Cocker cổ, hầu như không thay đổi từ thế kỷ 14). Ở Việt Nam, giống Cocker được nuôi phổ biến hơn cả là Cocker Mỹ.
Tên khác: American Cocker Spaniel, English Cocker Spaniel
Biệt hiệu: Cockers
Đặc điểm
Cao: Đực: ACS: 14,5–15,5 inch (37–39 cm) / ECS: 15,5–16 inch (39–41 cm)
Cái: ACS: 13,5–14,5 inch (34–37 cm) / ECS: 15–15,5 inch (38–39 cm)",https://upload.wikimedia.org/wikipedia/commons/2/2e/Kerygma_Cockers_Echo_%26_Pheasant.JPG
collie,"Collie là giống chó có nguồn gốc từ Scotland và Anh quốc. Collie được biết đến như loài chó chăn cừu, chúng rất thông minh và cảnh giác.",https://upload.wikimedia.org/wikipedia/commons/e/e4/Border_Collie_600.jpg
border collie,"Collie là giống chó có nguồn gốc từ Scotland và Anh quốc. Collie được biết đến như loài chó chăn cừu, chúng rất thông minh và cảnh giác.",https://upload.wikimedia.org/wikipedia/commons/e/e4/Border_Collie_600.jpg
curly-coated retriever,Được dịch từ tiếng Anh-Retriever lông xoăn là một giống chó ban đầu được lai tạo ở Anh để săn chim vùng cao và chim nước. Nó là loài cao nhất trong số các loài chó tha mồi và có thể dễ dàng phân biệt được bởi hàng loạt các lọn tóc cuộn chặt bao phủ khắp cơ thể của nó.,https://upload.wikimedia.org/wikipedia/commons/5/58/Curly_Coated_Retriever.jpg
dachshund,"Chó Dachshund (Dak sund) (UK: /ˈdæksənd/ hoặc US: /ˈdɑːkshʊnt/ DAHKS-huunt hoặc US: /ˈdɑːksənt/[1]) còn gọi là chó xúc xích, chó lạp xưởng. Chúng là giống chó thân dài, ngực nở, bụng hóp, hoạt bát, rắn chắc với tứ chi rất ngắn. Chúng tạo cho giống chó này một dáng vẻ độc đáo và đầy chất thông thái. Đầu thuôn dài, mắt hơi lồi, mõm dài với bộ hàm khoẻ mạnh cùng những chiếc răng vô cùng sắc bén. Mắt có hình ôvan, màu đỏ sẫm hoặc nâu đen, rất năng động và thân thiện. Tai khá linh hoạt và luôn buông lơ lửng ở hai bên má. Lông của giống chó lông ngắn mượt mà, bóng bẩy và đồng nhất.",https://upload.wikimedia.org/wikipedia/commons/2/2c/Jamnik_kr%C3%B3liczy_b777.jpg
lạp xưởng,"Chó Dachshund (Dak sund) (UK: /ˈdæksənd/ hoặc US: /ˈdɑːkshʊnt/ DAHKS-huunt hoặc US: /ˈdɑːksənt/[1]) còn gọi là chó xúc xích, chó lạp xưởng. Chúng là giống chó thân dài, ngực nở, bụng hóp, hoạt bát, rắn chắc với tứ chi rất ngắn. Chúng tạo cho giống chó này một dáng vẻ độc đáo và đầy chất thông thái. Đầu thuôn dài, mắt hơi lồi, mõm dài với bộ hàm khoẻ mạnh cùng những chiếc răng vô cùng sắc bén. Mắt có hình ôvan, màu đỏ sẫm hoặc nâu đen, rất năng động và thân thiện. Tai khá linh hoạt và luôn buông lơ lửng ở hai bên má. Lông của giống chó lông ngắn mượt mà, bóng bẩy và đồng nhất.",https://upload.wikimedia.org/wikipedia/commons/2/2c/Jamnik_kr%C3%B3liczy_b777.jpg
tacken,"Chó Dachshund (Dak sund) (UK: /ˈdæksənd/ hoặc US: /ˈdɑːkshʊnt/ DAHKS-huunt hoặc US: /ˈdɑːksənt/[1]) còn gọi là chó xúc xích, chó lạp xưởng. Chúng là giống chó thân dài, ngực nở, bụng hóp, hoạt bát, rắn chắc với tứ chi rất ngắn. Chúng tạo cho giống chó này một dáng vẻ độc đáo và đầy chất thông thái. Đầu thuôn dài, mắt hơi lồi, mõm dài với bộ hàm khoẻ mạnh cùng những chiếc răng vô cùng sắc bén. Mắt có hình ôvan, màu đỏ sẫm hoặc nâu đen, rất năng động và thân thiện. Tai khá linh hoạt và luôn buông lơ lửng ở hai bên má. Lông của giống chó lông ngắn mượt mà, bóng bẩy và đồng nhất.",https://upload.wikimedia.org/wikipedia/commons/2/2c/Jamnik_kr%C3%B3liczy_b777.jpg
xúc xích,"Chó Dachshund (Dak sund) (UK: /ˈdæksənd/ hoặc US: /ˈdɑːkshʊnt/ DAHKS-huunt hoặc US: /ˈdɑːksənt/[1]) còn gọi là chó xúc xích, chó lạp xưởng. Chúng là giống chó thân dài, ngực nở, bụng hóp, hoạt bát, rắn chắc với tứ chi rất ngắn. Chúng tạo cho giống chó này một dáng vẻ độc đáo và đầy chất thông thái. Đầu thuôn dài, mắt hơi lồi, mõm dài với bộ hàm khoẻ mạnh cùng những chiếc răng vô cùng sắc bén. Mắt có hình ôvan, màu đỏ sẫm hoặc nâu đen, rất năng động và thân thiện. Tai khá linh hoạt và luôn buông lơ lửng ở hai bên má. Lông của giống chó lông ngắn mượt mà, bóng bẩy và đồng nhất.",https://upload.wikimedia.org/wikipedia/commons/2/2c/Jamnik_kr%C3%B3liczy_b777.jpg
dalmatian,"Chó đốm là một giống chó cỡ trung bình, được chú ý bởi bộ lông màu trắng độc đáo được đánh dấu bằng những đốm màu đen hoặc nâu. Có nguồn gốc là một con chó săn,  nó cũng được sử dụng như một con chó chuyên chở trong những ngày đầu của nó. Nguồn gốc của giống chó này có thể bắt nguồn từ Croatia ngày nay và vùng lịch sử Dalmatia của nó. Người ta cho rằng tổ tiên ban đầu của giống chó này là một số giống chó trỏ và giống chó Great Dane có đốm.  Ngày nay, nó là một vật nuôi phổ biến trong gia đình và nhiều người đam mê chó đưa chó đốm vào các cuộc thi câu lạc bộ cũi.",https://upload.wikimedia.org/wikipedia/commons/1/15/Dalmatiner_2.jpg
đốm,"Chó đốm là một giống chó cỡ trung bình, được chú ý bởi bộ lông màu trắng độc đáo được đánh dấu bằng những đốm màu đen hoặc nâu. Có nguồn gốc là một con chó săn,  nó cũng được sử dụng như một con chó chuyên chở trong những ngày đầu của nó. Nguồn gốc của giống chó này có thể bắt nguồn từ Croatia ngày nay và vùng lịch sử Dalmatia của nó. Người ta cho rằng tổ tiên ban đầu của giống chó này là một số giống chó trỏ và giống chó Great Dane có đốm.  Ngày nay, nó là một vật nuôi phổ biến trong gia đình và nhiều người đam mê chó đưa chó đốm vào các cuộc thi câu lạc bộ cũi.",https://upload.wikimedia.org/wikipedia/commons/1/15/Dalmatiner_2.jpg
dandie dinmont terrier,"Chó sục Dandie Dinmont là một giống chó nhỏ của Scotland trong số các giống chó sục. Loài này có một cơ thể rất dài, chân ngắn và một chùm lông đặc biệt trên đầu. Một nhân vật trong cuốn tiểu thuyết Guy Mannering của Walter Scott đã đặt tên cho giống chó này, với cái tên được chọn là Dandie Dinmont được cho là lấy theo tên của James Davidson, người được coi là người khởi thủy của các giống chó hiện đại. Chó của Davidson xuất thân từ các gia đình sở hữu chó sục sớm hơn, bao gồm cả Allans của Holystone, Northumberland.
Biệt hiệu: Dandie, Chó sục Hindlee
Nguồn gốc: Scotland
Đặc điểm
Nặng: 18–24 pound (8,2–10,9 kg)
Cao: 8–11 inch (20–28 cm)
Bộ lông: Lông lởm chởm
Màu: Hạt tiêu hoặc mù tạt
Tuổi thọ: 11–13 năm",https://upload.wikimedia.org/wikipedia/commons/6/63/Dandie_Dinmont_Terrier_600.jpg
dandie,"Chó sục Dandie Dinmont là một giống chó nhỏ của Scotland trong số các giống chó sục. Loài này có một cơ thể rất dài, chân ngắn và một chùm lông đặc biệt trên đầu. Một nhân vật trong cuốn tiểu thuyết Guy Mannering của Walter Scott đã đặt tên cho giống chó này, với cái tên được chọn là Dandie Dinmont được cho là lấy theo tên của James Davidson, người được coi là người khởi thủy của các giống chó hiện đại. Chó của Davidson xuất thân từ các gia đình sở hữu chó sục sớm hơn, bao gồm cả Allans của Holystone, Northumberland.
Biệt hiệu: Dandie, Chó sục Hindlee
Nguồn gốc: Scotland
Đặc điểm
Nặng: 18–24 pound (8,2–10,9 kg)
Cao: 8–11 inch (20–28 cm)
Bộ lông: Lông lởm chởm
Màu: Hạt tiêu hoặc mù tạt
Tuổi thọ: 11–13 năm",https://upload.wikimedia.org/wikipedia/commons/6/63/Dandie_Dinmont_Terrier_600.jpg
chó sục hindlee,"Chó sục Dandie Dinmont là một giống chó nhỏ của Scotland trong số các giống chó sục. Loài này có một cơ thể rất dài, chân ngắn và một chùm lông đặc biệt trên đầu. Một nhân vật trong cuốn tiểu thuyết Guy Mannering của Walter Scott đã đặt tên cho giống chó này, với cái tên được chọn là Dandie Dinmont được cho là lấy theo tên của James Davidson, người được coi là người khởi thủy của các giống chó hiện đại. Chó của Davidson xuất thân từ các gia đình sở hữu chó sục sớm hơn, bao gồm cả Allans của Holystone, Northumberland.
Biệt hiệu: Dandie, Chó sục Hindlee
Nguồn gốc: Scotland
Đặc điểm
Nặng: 18–24 pound (8,2–10,9 kg)
Cao: 8–11 inch (20–28 cm)
Bộ lông: Lông lởm chởm
Màu: Hạt tiêu hoặc mù tạt
Tuổi thọ: 11–13 năm",https://upload.wikimedia.org/wikipedia/commons/6/63/Dandie_Dinmont_Terrier_600.jpg
doberman pinscher,"Doberman là một giống chó có thể nuôi để giữ nhà, canh gác hoặc làm nghiệp vụ. Tên gọi đầy đủ và chính xác của nó là Dobermann Pinscher (theo AKC American Kennel Club). Dobermann là một trong số ít những loại chó được đặt theo tên người (Louis Dobermann). Đây là một giống chó hung dữ, nhưng nếu được đào tạo tốt, nó có thể là những con chó tuyệt vời của gia đình. Với cách tiếp cận phù hợp, chúng có thể dễ dàng đào tạo và sẽ học hỏi rất nhanh. Giống như tất cả các con chó, nếu được đào tạo đúng cách, chúng có thể phù hợp với trẻ em.
Tên khác: Doberman Pinscher, Doberman
Biệt hiệu: Dobie, Dobynm
Nguồn gốc: Đức
Đặc điểm
Nặng: Đực: 40–45 kilôgam (88–99 lb)[1]
Cái: 32–35 kilôgam (71–77 lb)[1]
Cao: Đực: 68 đến 72 xentimét (27 đến 28 in)[1]
Cái: 63 đến 68 xentimét (25 đến 27 in)[1]
Bộ lông: Ngắn
Màu: Đen, Đỏ, Xanh dương, Nâu vàng
Tuổi thọ: 9–12 năm",https://upload.wikimedia.org/wikipedia/commons/7/7a/European_Dobermann.jpg
doberman pinscher,"Doberman là một giống chó có thể nuôi để giữ nhà, canh gác hoặc làm nghiệp vụ. Tên gọi đầy đủ và chính xác của nó là Dobermann Pinscher (theo AKC American Kennel Club). Dobermann là một trong số ít những loại chó được đặt theo tên người (Louis Dobermann). Đây là một giống chó hung dữ, nhưng nếu được đào tạo tốt, nó có thể là những con chó tuyệt vời của gia đình. Với cách tiếp cận phù hợp, chúng có thể dễ dàng đào tạo và sẽ học hỏi rất nhanh. Giống như tất cả các con chó, nếu được đào tạo đúng cách, chúng có thể phù hợp với trẻ em.
Tên khác: Doberman Pinscher, Doberman
Biệt hiệu: Dobie, Dobynm
Nguồn gốc: Đức
Đặc điểm
Nặng: Đực: 40–45 kilôgam (88–99 lb)[1]
Cái: 32–35 kilôgam (71–77 lb)[1]
Cao: Đực: 68 đến 72 xentimét (27 đến 28 in)[1]
Cái: 63 đến 68 xentimét (25 đến 27 in)[1]
Bộ lông: Ngắn
Màu: Đen, Đỏ, Xanh dương, Nâu vàng
Tuổi thọ: 9–12 năm",https://upload.wikimedia.org/wikipedia/commons/7/7a/European_Dobermann.jpg
doberman,"Doberman là một giống chó có thể nuôi để giữ nhà, canh gác hoặc làm nghiệp vụ. Tên gọi đầy đủ và chính xác của nó là Dobermann Pinscher (theo AKC American Kennel Club). Dobermann là một trong số ít những loại chó được đặt theo tên người (Louis Dobermann). Đây là một giống chó hung dữ, nhưng nếu được đào tạo tốt, nó có thể là những con chó tuyệt vời của gia đình. Với cách tiếp cận phù hợp, chúng có thể dễ dàng đào tạo và sẽ học hỏi rất nhanh. Giống như tất cả các con chó, nếu được đào tạo đúng cách, chúng có thể phù hợp với trẻ em.
Tên khác: Doberman Pinscher, Doberman
Biệt hiệu: Dobie, Dobynm
Nguồn gốc: Đức
Đặc điểm
Nặng: Đực: 40–45 kilôgam (88–99 lb)[1]
Cái: 32–35 kilôgam (71–77 lb)[1]
Cao: Đực: 68 đến 72 xentimét (27 đến 28 in)[1]
Cái: 63 đến 68 xentimét (25 đến 27 in)[1]
Bộ lông: Ngắn
Màu: Đen, Đỏ, Xanh dương, Nâu vàng
Tuổi thọ: 9–12 năm",https://upload.wikimedia.org/wikipedia/commons/7/7a/European_Dobermann.jpg
dogue de bordeaux,"Chó ngao Pháp (French Mastiff) còn được biết đến với tên gọi Dogue de Bordeaux là một giống chó ngao có nguồn gốc từ nước Pháp, đây là giống chó có thời từng suýt tuyệt chủng vào đầu thế kỷ 20 do nạn săn bắt chúng. Sau một thời kỳ chính quyền và người dân nỗ lực nhân giống, chó ngao Pháp đã được phục hồi. Đây là một giống chó có giá cả khá đắt đối với những người chơi chó cảnh. Chúng còn là giống chó có giá cao, tại Mỹ, từng có một chú chó ngao Pháp có giá khoảng 5.000 USD và người ta thường trả 3.000 USD cho các chú chó nhỏ.
Tên khác: Chó ngao Bordeaux, chó ngao Pháp, Bordeauxdog
Nguồn gốc: Pháp
Đặc điểm
Nặng: Đực: 150 lb (68 kg)+
Cái: 125 lb (57 kg)+
Cao: Đực: 23,5–27 in (60–69 cm)
Cái: 23–26 in (58–66 cm)
Bộ lông: Hung
Lứa đẻ: tám con
Tuổi thọ: 5-6 năm",https://upload.wikimedia.org/wikipedia/commons/0/0b/Doguedebordeauxwystawa.jpg
ngao bordeaux,"Chó ngao Pháp (French Mastiff) còn được biết đến với tên gọi Dogue de Bordeaux là một giống chó ngao có nguồn gốc từ nước Pháp, đây là giống chó có thời từng suýt tuyệt chủng vào đầu thế kỷ 20 do nạn săn bắt chúng. Sau một thời kỳ chính quyền và người dân nỗ lực nhân giống, chó ngao Pháp đã được phục hồi. Đây là một giống chó có giá cả khá đắt đối với những người chơi chó cảnh. Chúng còn là giống chó có giá cao, tại Mỹ, từng có một chú chó ngao Pháp có giá khoảng 5.000 USD và người ta thường trả 3.000 USD cho các chú chó nhỏ.
Tên khác: Chó ngao Bordeaux, chó ngao Pháp, Bordeauxdog
Nguồn gốc: Pháp
Đặc điểm
Nặng: Đực: 150 lb (68 kg)+
Cái: 125 lb (57 kg)+
Cao: Đực: 23,5–27 in (60–69 cm)
Cái: 23–26 in (58–66 cm)
Bộ lông: Hung
Lứa đẻ: tám con
Tuổi thọ: 5-6 năm",https://upload.wikimedia.org/wikipedia/commons/0/0b/Doguedebordeauxwystawa.jpg
ngao pháp,"Chó ngao Pháp (French Mastiff) còn được biết đến với tên gọi Dogue de Bordeaux là một giống chó ngao có nguồn gốc từ nước Pháp, đây là giống chó có thời từng suýt tuyệt chủng vào đầu thế kỷ 20 do nạn săn bắt chúng. Sau một thời kỳ chính quyền và người dân nỗ lực nhân giống, chó ngao Pháp đã được phục hồi. Đây là một giống chó có giá cả khá đắt đối với những người chơi chó cảnh. Chúng còn là giống chó có giá cao, tại Mỹ, từng có một chú chó ngao Pháp có giá khoảng 5.000 USD và người ta thường trả 3.000 USD cho các chú chó nhỏ.
Tên khác: Chó ngao Bordeaux, chó ngao Pháp, Bordeauxdog
Nguồn gốc: Pháp
Đặc điểm
Nặng: Đực: 150 lb (68 kg)+
Cái: 125 lb (57 kg)+
Cao: Đực: 23,5–27 in (60–69 cm)
Cái: 23–26 in (58–66 cm)
Bộ lông: Hung
Lứa đẻ: tám con
Tuổi thọ: 5-6 năm",https://upload.wikimedia.org/wikipedia/commons/0/0b/Doguedebordeauxwystawa.jpg
bordeauxdog,"Chó ngao Pháp (French Mastiff) còn được biết đến với tên gọi Dogue de Bordeaux là một giống chó ngao có nguồn gốc từ nước Pháp, đây là giống chó có thời từng suýt tuyệt chủng vào đầu thế kỷ 20 do nạn săn bắt chúng. Sau một thời kỳ chính quyền và người dân nỗ lực nhân giống, chó ngao Pháp đã được phục hồi. Đây là một giống chó có giá cả khá đắt đối với những người chơi chó cảnh. Chúng còn là giống chó có giá cao, tại Mỹ, từng có một chú chó ngao Pháp có giá khoảng 5.000 USD và người ta thường trả 3.000 USD cho các chú chó nhỏ.
Tên khác: Chó ngao Bordeaux, chó ngao Pháp, Bordeauxdog
Nguồn gốc: Pháp
Đặc điểm
Nặng: Đực: 150 lb (68 kg)+
Cái: 125 lb (57 kg)+
Cao: Đực: 23,5–27 in (60–69 cm)
Cái: 23–26 in (58–66 cm)
Bộ lông: Hung
Lứa đẻ: tám con
Tuổi thọ: 5-6 năm",https://upload.wikimedia.org/wikipedia/commons/0/0b/Doguedebordeauxwystawa.jpg
english cocker spaniel,"Cocker Spaniel là một giống chó săn chuyên nghiệp thuộc dòng chó tha mồi (gundog) nhưng đồng thời nó cũng được mọi người yêu thích và nuôi trong nhà giống như là loài chó cảnh vì tính cách vui vẻ của nó. Chó Cocker Spaniel được xếp vào loại săn cạn, chuyên săn gà rừng và chim nên chúng được đặt tên là Cocker (Cock là con chim trống). Cocker tuy là giống chó Tây Ban Nha nhưng lại được nuôi và nhân giống phổ biến nhất ở Anh và Mỹ. Ngày nay, đa phần người nuôi chó thường nhập chó giống Cocker từ 2 nước này. Ở Anh, chó Cocker đã được nuôi từ thế kỷ 15 để làm chó săn cho giới quý tộc và Hoàng gia Anh. Cocker cũng đóng góp nguồn gen không nhỏ vào việc lai tạo các giống chó săn nổi tiếng khác của Anh Quốc. Chó Cocker hiện đại được chia thành chủ yếu 2 giống là American Cocker Spaniel (được phát triển theo chuẩn riêng của AKC) và English Cocker Spaniel (giống chó Cocker cổ, hầu như không thay đổi từ thế kỷ 14). Ở Việt Nam, giống Cocker được nuôi phổ biến hơn cả là Cocker Mỹ.
Tên khác: American Cocker Spaniel, English Cocker Spaniel
Biệt hiệu: Cockers
Đặc điểm
Cao: Đực: ACS: 14,5–15,5 inch (37–39 cm), ECS: 15,5–16 inch (39–41 cm)
Cái: ACS: 13,5–14,5 inch (34–37 cm), ECS: 15–15,5 inch (38–39 cm)",https://upload.wikimedia.org/wikipedia/commons/2/2e/Kerygma_Cockers_Echo_%26_Pheasant.JPG
